0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
-0.7165936214961764,0.28348026835266343,-1.103072885937817,-1.1892542596846103,0.4549136383419538,1.2511679992018125,-0.43716587287735315,1.0614502441996685,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,1.3639056953978441,2.5172740430012035,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.8292010102376832,0.8335292176839177,1.452769576128223,1.8610242677906235,-0.7870957586247703
-0.2405943582678264,0.20698108947439478,0.1586167772794849,-0.06319037618201064,-0.04279905529784781,1.1411772706148393,-0.43716587287735315,1.2751455751186067,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.10512970754841477,1.2537363612010937,-0.07180512967463558,0.5088316728974829,-0.19397670886188434
0.03443239504077515,-0.9699197132683418,0.8875920318049163,0.5874234237242059,0.6418829812219076,-0.5509739219392015,1.8960073054760762,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.06968521935021323,0.135325676362562,-0.22554742536572323,-0.2388481333813567,0.026712842454238873
0.8432296436190307,0.31561744388142615,0.2750797494225369,0.04075336729072403,0.0665875177730856,1.2973749180598684,-0.43716587287735315,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.16648239315447028,0.8202755019585052,-0.4148188832216666,0.07990709239426087,0.11276471291341245
0.07436951771770456,0.8746962113096433,0.8744368916256628,0.5756824000238954,0.6295271596590786,-0.5509739219392015,-0.43716587287735315,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.23701943767919384,0.14822595762197835,-0.5725039799920811,-0.39313029504575536,0.025025074575590604
-0.3947253286946258,-0.9699197132683418,1.0297375930668151,0.7142889972512693,0.775391645285408,2.309505878090559,-0.43716587287735315,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.5768118725551242,-0.10572420735033086,-0.5971360065729177,-0.7869460136872101,0.47407133844191984
-0.45663321617167074,0.636939063169787,0.6195507232544664,0.3481953111027795,0.3901281131787981,1.2973028323830227,-0.43716587287735315,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,0.8920943588584901,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.5085984937147356,0.9193893186400026,-0.7571261950000236,-0.9417057589070597,0.1944972763380644
-0.7165936214961764,-0.9699197132683418,-1.103072885937817,-1.1892542596846103,-1.227827274986764,-0.5509739219392015,-0.43716587287735315,-0.12866836799503373,-0.4266367989842888,2.042477104847253,3.0105633799886413,-0.4617297587345316,-0.3032083661610073,3.7543028869749593,7.973758806012895,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,-0.6626377637230685,-0.04757358327409954,2.965058854798262,-1.2640886881673088,0.14779753143174995
-0.7165936214961764,0.4227463759105611,0.3899266981693417,0.1432548023777588,0.17445625854019628,-0.5509739219392015,1.3127150608166993,0.7804564791640338,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,3.713642541105356,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.11462854401772146,0.8672730141606564,-0.049588097587982743,0.1882992751131977,-0.13378398695278132
-0.13723204630156685,0.940011178725746,0.944457422710546,0.6381760491810875,0.695293177810961,-0.5509739219392015,-0.43716587287735315,-0.6245089740957022,-0.4266367989842888,-0.5395450367132358,-0.4271166164411174,-0.4617297587345316,-0.3032083661610073,-0.2977543578702679,-0.15297306774944766,-0.08283820236365823,-0.1504008244674163,-0.12071571572174808,-0.14736692013503103,-0.07360999163646195,-0.1084469129477025,-0.11682779610180521,-0.05497168667218554,-0.0747794405321726,-0.041901729971912785,0.30336499338182715,0.0619498969474621,-0.6056517604903285,-0.5588131560459975,0.07649744673616689
